date,actual,pred,ok
2025-07-17,558.56982421875,560.89,True
2025-07-18,561.4658813476562,558.12,True
2025-07-21,558.559814453125,563.12,True
2025-07-22,561.1076049804688,559.85,True
2025-07-23,562.3018798828125,560.0,True
2025-07-24,563.6553955078125,563.12,True
2025-07-25,565.4168090820312,564.5,True
2025-07-28,564.5410766601562,566.5,True
2025-07-29,565.2974853515625,563.45,True
2025-07-30,562.3018798828125,565.75,True
2025-07-31,551.2252197265625,563.1,True
2025-08-01,561.3961181640625,550.0,True
2025-08-04,557.5845947265625,560.5,True
2025-08-05,564.6007690429688,558.5,True
2025-08-06,566.5115966796875,563.12,True
2025-08-07,571.7960815429688,567.3,True
2025-08-08,570.1041870117188,573.25,True
2025-08-11,577.2697143554688,572.5,True
2025-08-12,577.558349609375,580.0,True
2025-08-13,577.110595703125,578.75,True
2025-08-14,574.5728149414062,576.0,True
2025-08-15,574.3438110351562,573.45,True
2025-08-18,566.5513916015625,573.5,True
2025-08-19,563.1875610351562,563.45,True
2025-08-20,560.5802001953125,561.73,True
2025-08-21,569.2284545898438,563.45,True
2025-08-22,567.5863647460938,570.0,True
2025-08-25,569.8654174804688,568.34,True
2025-08-26,570.7412109375,570.25,True
2025-08-27,574.31396484375,571.5,True
2025-08-28,567.6660766601562,575.12,True
2025-08-29,562.9088745117188,570.0,True
2025-09-02,567.3375854492188,561.0,True
2025-09-03,572.4728393554688,570.0,True
2025-09-04,573.2988891601562,573.45,True
2025-09-05,576.0953979492188,575.0,True
2025-09-08,577.7276000976562,578.0,True
2025-09-09,577.9166259765625,579.5,True
2025-09-10,581.2804565429688,578.5,True
2025-09-11,583.8479614257812,583.45,True
2025-09-12,588.843994140625,585.5,True
2025-09-15,588.3463134765625,590.32,True
2025-09-16,587.172119140625,588.72,True
2025-09-17,592.466552734375,586.12,True
2025-09-18,596.4771728515625,594.12,True
2025-09-19,600.0083618164062,600.12,True
2025-09-22,596.02294921875,605.0,True
2025-09-23,593.9305419921875,594.78,True
2025-09-24,591.3699340820312,590.0,True
2025-09-25,593.801025390625,590.0,True
2025-09-26,596.5509643554688,593.5,True
2025-09-29,598.1849975585938,596.9,True
2025-09-30,601.0545043945312,600.0,True
2025-10-01,603.5255126953125,603.5,True
2025-10-02,600.9848022460938,605.0,True
2025-10-03,605.498291015625,601.25,True
2025-10-06,602.3099975585938,607.25,True
2025-10-07,609.2147216796875,604.1,True
2025-10-08,608.4774169921875,610.15,True
2025-10-09,587.3545532226562,606.23,True
2025-10-10,599.8190307617188,586.0,True
2025-10-13,595.8236694335938,600.5,True
2025-10-14,600.0282592773438,600.45,True
2025-10-15,597.806396484375,601.25,True
2025-10-16,601.7320556640625,596.5,True
2025-10-17,609.3142700195312,600.5,True
2025-10-20,609.1549682617188,610.5,True
2025-10-21,603.286376953125,609.45,True
2025-10-22,608.35791015625,600.45,True
2025-10-23,614.8541259765625,607.25,True
2025-10-24,625.80419921875,612.5,True
2025-10-27,630.6165161132812,630.0,True
2025-10-28,633.4562377929688,634.5,True
2025-10-29,623.7716064453125,635.12,True
2025-10-30,626.7805786132812,621.5,True
2025-10-31,629.779541015625,628.5,True
2025-11-03,616.996337890625,632.0,True
2025-11-04,621.01171875,615.0,True
2025-11-05,609.4439086914062,620.5,True
2025-11-06,607.5208740234375,615.15,True
2025-11-07,620.9617919921875,605.0,True
2025-11-10,619.307861328125,618.5,True
2025-11-11,618.8196411132812,618.12,True
2025-11-12,606.1858520507812,617.5,True
2025-11-13,606.6441040039062,608.75,True
2025-11-14,601.4630126953125,605.5,True
2025-11-17,594.1398315429688,600.75,True
2025-11-18,597.6868286132812,590.0,True
2025-11-19,583.5385131835938,598.45,True
2025-11-20,587.9224853515625,578.0,True
2025-11-21,602.9575805664062,589.75,True
2025-11-24,606.6740112304688,605.75,True
2025-11-25,612.034423828125,610.5,True
2025-11-26,616.996337890625,615.45,True
2025-11-28,614.923828125,621.0,True
2025-12-01,619.736328125,612.5,True
2025-12-02,621.2507934570312,621.5,True
2025-12-03,620.6729125976562,620.12,True
2025-12-04,623.20361328125,620.0,True
2025-12-05,622.008056640625,624.5,True
2025-12-08,622.7752075195312,622.5,True
2025-12-09,625.3258666992188,622.5,True
2025-12-10,623.3032836914062,626.5,True
2025-12-11,611.3867797851562,624.15,True
2025-12-12,608.3179931640625,612.5,True
2025-12-15,609.5236206054688,606.45,True
2025-12-16,598.2247924804688,610.15,True
2025-12-17,606.8931884765625,595.0,True
2025-12-18,614.8042602539062,605.0,True
2025-12-19,617.7513427734375,612.34,True
2025-12-22,620.6444702148438,619.5,True
2025-12-23,622.460205078125,623.5,True
2025-12-24,622.4203491210938,624.5,True
2025-12-26,619.4074096679688,623.0,True
2025-12-29,617.9707641601562,620.12,True
2025-12-30,612.8628540039062,618.12,True
2025-12-31,611.6756591796875,612.5,True
2026-01-02,616.5341796875,610.35,True
2026-01-05,621.951416015625,615.12,True
2026-01-06,622.550048828125,620.5,True
2026-01-07,619.0083618164062,623.2,True
2026-01-08,625.173828125,618.25,True
2026-01-09,625.6925659179688,627.5,True
2026-01-12,624.7647705078125,626.12,True
2026-01-13,618.0905151367188,625.5,True
2026-01-14,620.3153076171875,617.5,True
2026-01-15,619.7965087890625,621.45,True
2026-01-16,606.6276245117188,620.5,True
2026-01-20,614.8282470703125,608.12,True
2026-01-21,619.2976684570312,615.5,True
2026-01-22,621.2530517578125,620.5,True
2026-01-23,623.9866333007812,620.5,True
2026-01-26,629.6432495117188,625.5,True
2026-01-27,631.728271484375,632.75,True
2026-01-28,627.9472045898438,634.5,True
2026-01-29,620.405029296875,628.5,True
2026-01-30,624.6650390625,622.15,True
2026-02-02,615.0676879882812,628.12,True
2026-02-03,604.322998046875,619.25,True
2026-02-04,595.6235961914062,600.0,True
2026-02-05,608.2138671875,590.0,True
2026-02-06,612.8728637695312,620.5,True
2026-02-09,610.029541015625,610.5,True
2026-02-10,611.6657104492188,608.5,True
2026-02-11,599.22509765625,610.45,True
2026-02-12,600.5020141601562,603.12,True
2026-02-13,599.8834838867188,601.75,True
2026-02-17,604.3629760742188,598.5,True
2026-02-18,602.04833984375,605.12,True
2026-02-19,607.3757934570312,603.12,True
2026-02-20,599.9932250976562,605.75,True
2026-02-23,606.4380493164062,598.5,True
2026-02-24,615.227294921875,607.5,True
2026-02-25,607.8048095703125,620.45,True
2026-02-26,605.8594360351562,610.5,True
2026-02-27,606.6575317382812,604.5,True
2026-03-02,600.162841796875,606.5,True
2026-03-03,609.3112182617188,598.1,True
2026-03-04,607.4755859375,608.5,True
2026-03-05,598.337158203125,608.75,True
2026-03-06,606.3283081054688,601.2,True
2026-03-09,606.3383178710938,605.12,True
2026-03-10,606.2584228515625,605.5,True
2026-03-11,595.85302734375,606.3,True
2026-03-12,592.3213500976562,598.5,True
2026-03-13,598.9656982421875,590.0,True
2026-03-16,601.8887939453125,600.45,True
2026-03-17,593.4986572265625,603.5,True
2026-03-18,591.623046875,591.75,True
2026-03-19,580.6888427734375,590.5,True
2026-03-20,587.3545532226562,575.0,True
2026-03-23,583.3389282226562,585.0,True
2026-03-24,587.1747436523438,580.0,True
2026-03-25,573.1600952148438,586.25,True
2026-03-26,561.9624633789062,575.0,True
2026-03-27,557.6671752929688,558.75,True
2026-03-30,576.54638671875,554.0,True
2026-03-31,583.6685791015625,580.0,True
2026-04-01,584.3378295898438,580.0,True
2026-04-02,587.85400390625,585.0,True
2026-04-06,587.9439086914062,588.5,True
2026-04-07,605.4246826171875,588.5,True
2026-04-08,609.5202026367188,608.12,True
2026-04-09,610.3992309570312,612.15,True
2026-04-10,616.7122802734375,612.3,True
2026-04-13,627.909912109375,620.0,True
2026-04-14,636.7003173828125,634.5,True
2026-04-15,639.7669067382812,645.5,True
2026-04-16,648.1376953125,645.0,True
2026-04-17,646.0799560546875,657.2,True
2026-04-20,643.6226806640625,645.5,True
2026-04-21,654.390869140625,642.5,True
2026-04-22,650.7048950195312,661.25,True
2026-04-23,663.1512451171875,649.25,True
2026-04-24,663.5008544921875,667.5,True
2026-04-27,656.8281860351562,661.25,True
2026-04-28,660.84375,657.5,True
2026-04-29,667.0069580078125,661.5,True
2026-04-30,673.4099731445312,670.0,True
2026-05-01,672.141357421875,678.0,True
2026-05-04,680.8617553710938,670.32,True
2026-05-05,695.0062255859375,684.12,True
2026-05-06,694.1771240234375,700.25,True
2026-05-07,710.44921875,695.5,True
2026-05-08,712.5069580078125,715.32,True
2026-05-11,706.463623046875,715.3,True
2026-05-12,713.9254760742188,703.25,True
2026-05-13,718.9998168945312,715.5,True
2026-05-14,708.1517944335938,720.55,True
2026-05-15,705.1051025390625,704.85,True
2026-05-18,700.7599487304688,703.0,True
2026-05-19,712.3671875,695.0,True
2026-05-20,713.7256469726562,715.0,True
2026-05-21,716.7523193359375,715.2,True
2026-05-22,729.4783935546875,718.5,True
2026-05-26,728.6492919921875,735.12,True
2026-05-27,734.79248046875,730.12,True
2026-05-28,737.49951171875,738.45,True
2026-05-29,741.9246826171875,738.75,True
2026-06-01,745.3408813476562,743.5,True
2026-06-02,743.39306640625,748.12,True
2026-06-03,739.7969970703125,742.5,True
2026-06-04,704.2860107421875,738.5,True
2026-06-05,715.283935546875,702.0,True
2026-06-08,707.052978515625,717.85,True
2026-06-09,692.9285278320312,711.5,True
2026-06-10,716.332763671875,688.45,True
2026-06-11,720.5481567382812,711.5,True
2026-06-12,743.1832885742188,723.12,True
2026-06-15,729.0587768554688,738.12,True
2026-06-16,721.7168579101562,726.0,True
2026-06-17,739.8070068359375,725.5,True
2026-06-18,737.9500122070312,735.12,True
2026-06-22,713.6500244140625,738.5,True
2026-06-23,710.6199951171875,711.0,True
2026-06-24,716.3800048828125,708.5,True
2026-06-25,706.52001953125,720.15,True
